総支配人,14770,そうしはいにん,general manager
保険会社,14805,ほけんがいしゃ,insurance company
婚約指輪,14820,こんやくゆびわ,engagement ring
最終段階,14835,さいしゅうだんかい,final stage
現実逃避,14843,げんじつとうひ,escape from reality
不可思議,14873,ふかしぎ,mystery
携帯番号,14916,けいたいばんごう,mobile phone number
最新情報,14922,さいしんじょうほう,the latest information
無断欠勤,14931,むだんけっきん,absence from work without permission
理解不能,14934,りかいふのう,impossible to understand
神出鬼没,14938,しんしゅつきぼつ,appearing in unexpected places and at unexpected moments
統括部長,14941,とうかつぶちょう,executive manager
一子相伝,14968,いっしそうでん,transmission of the secrets of an art
主任教授,14969,しゅにんきょうじゅ,chairperson (head) (of the department of psychology)
人手不足,14970,ひとでぶそく,labour shortage
体調不良,14971,たいちょうふりょう,poor physical health
課外授業,15030,かがいじゅぎょう,extracurricular lesson
運動不足,15037,うんどうぶそく,insufficient exercise
一挙放送,15049,いっきょほうそう,broadcast marathon
勤務時間,15064,きんむじかん,office (business
司令長官,15066,しれいちょうかん,Commander-in-Chief
掃除当番,15089,そうじとうばん,one's turn for doing the sweeping (cleaning)
家庭訪問,15165,かていほうもん,home visitation (esp. a teacher visiting a student's home)
一目瞭然,15230,いちもくりょうぜん,apparent
全国各地,15235,ぜんこくかくち,every region of the country
心臓外科,15258,しんぞうげか,heart surgery
犯罪行為,15283,はんざいこうい,criminal act
人体実験,15331,じんたいじっけん,testing on a living person
全面戦争,15335,ぜんめんせんそう,total war
製薬会社,15400,せいやくがいしゃ,pharmaceutical (drug) company
風邪気味,15411,かぜぎみ,slight cold
国会議員,15427,こっかいぎいん,member of National Diet
母子家庭,15457,ぼしかてい,fatherless family
準備万端,15460,じゅんびばんたん,every preparation (arrangement)
結婚相談,15473,けっこんそうだん,marriage counseling
臨機応変,15479,りんきおうへん,adapting oneself to the requirements of the moment
円卓会議,15514,えんたくかいぎ,round-table conference
利用価値,15517,りようかち,utility value
家族旅行,15528,かぞくりょこう,family vacation
潜在能力,15552,せんざいのうりょく,potential
無言電話,15553,むごんでんわ,silent phone call (form of harassment)
交換条件,15588,こうかんじょうけん,bargaining point
恋愛禁止,15624,れんあいきんし,love ban
死刑執行,15636,しけいしっこう,execution
一進一退,15687,いっしんいったい,now advancing and now retreating
