全方位外交,51348,ぜんほういがいこう,(Japanese) omnidirectional foreign policy
八尺瓊勾玉,51352,やさかにのまがたま,large jewel
分離肺換気,51417,ぶんりはいかんき,differential lung ventilation
医療少年院,51479,いりょうしょうねんいん,medical reformatory
原子物理学,51522,げんしぶつりがく,atomic physics
参議院議員,51526,さんぎいんぎいん,member of the House of Councillors
古生物学者,51558,こせいぶつがくしゃ,paleontologist
基本的人権,51681,きほんてきじんけん,fundamental human rights
天照大御神,51771,あまてらすおおみかみ,Sun Goddess
妊娠検査薬,51804,にんしんけんさやく,pregnancy test kit
就職情報誌,51926,しゅうしょくじょうほうし,job-placement journal (magazine)
平和的解決,51996,へいわてきかいけつ,peaceful resolution
建築基準法,52034,けんちくきじゅんほう,the Building Standards Act
捕虜収容所,52216,ほりょしゅうようじょ,prison camp
換字式暗号,52230,かえじしきあんごう,substitution cipher
文芸評論家,52262,ぶんげいひょうろんか,literary critic
日和見感染,52281,ひよりみかんせん,opportunistic infection
業務上過失,52440,ぎょうむじょうかしつ,(professional) negligence
法科大学院,52562,ほうかだいがくいん,law school
潜望鏡深度,52642,せんぼうきょうしんど,periscope depth
無農薬野菜,52656,むのうやくやさい,organically produced vegetables
特別委員会,52691,とくべついいんかい,special committee
特別展望台,52692,とくべつてんぼうだい,special viewing platform (even higher viewing platform)
皇太子殿下,52798,こうたいしでんか,the Crown Prince
社会保険庁,52858,しゃかいほけんちょう,Social Insurance Agency
科学博物館,52888,かがくはくぶつかん,science museum
精神分析医,52962,せいしんぶんせきい,psychiatrist
肛門括約筋,53072,こうもんかつやくきん,anal sphincter
胸鎖乳突筋,53088,きょうさにゅうとつきん,sternocleidomastoid muscle
自然保護区,53122,しぜんほごく,nature reserve
落語研究会,53179,らくごけんきゅうかい,rakugo research society
裁判員制度,53225,さいばんいんせいど,citizen judge system
製造年月日,53235,せいぞうねんがっぴ,date of manufacture
記者会見場,53276,きしゃかいけんじょう,location of a press conference
証券取引法,53282,しょうけんとりひきほう,Securities and Exchange Act
誇大妄想狂,53290,こだいもうそうきょう,megalomania
輸入自由化,53403,ゆにゅうじゆうか,liberalization of imports
連立方程式,53433,れんりつほうていしき,simultaneous equations
